,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
1294,0,1,0,1,1,1,1,0,0,0,0,0,51,0,0
1295,0,1,0,1,0,1,0,0,1,0,0,2,60,3,1
1296,1,1,0,1,0,0,0,1,1,0,0,2,35,3,0
1297,1,1,1,1,0,1,1,1,0,0,0,1,60,4,0
1298,0,1,0,1,0,1,1,0,0,0,0,9,65,5,0
1299,0,1,0,1,0,1,1,1,0,0,0,1,58,0,0
1300,0,0,0,1,1,1,1,0,0,0,1,9,49,2,1
1301,1,1,0,1,1,1,1,1,0,0,0,0,58,0,0
1302,1,1,0,1,1,0,1,1,0,0,0,2,26,0,0
1303,1,1,0,1,1,1,1,0,0,0,0,8,59,0,1
1304,1,1,1,1,1,1,0,1,0,0,1,4,28,3,0
1305,0,1,0,1,1,1,0,1,0,0,0,0,24,0,0
1306,1,1,0,1,1,1,0,1,1,0,0,2,36,1,1
1307,0,0,1,1,1,0,1,0,0,1,1,9,66,5,1
1308,0,1,0,0,0,1,1,0,0,0,0,8,58,0,1
1309,0,1,0,1,1,1,1,1,0,0,0,4,31,3,0
1310,1,1,0,1,0,1,1,1,0,0,0,3,27,1,1
1311,1,1,0,1,1,1,1,1,1,0,1,3,20,4,1
1312,1,1,0,0,0,1,0,1,1,1,0,10,37,4,1
1313,1,1,0,1,0,1,1,1,0,0,0,0,34,3,0
1314,0,0,0,1,1,1,1,0,0,0,1,9,47,2,1
1315,1,1,0,1,1,1,1,1,0,0,0,3,25,0,0
1316,0,1,1,1,1,1,0,1,1,0,1,9,67,5,1
1317,1,1,0,0,0,0,1,1,0,0,0,3,57,3,0
1318,1,1,0,1,0,1,1,1,0,0,0,2,48,4,0
1319,1,1,0,0,0,1,1,1,0,1,0,2,64,3,0
1320,0,1,0,1,1,1,0,0,1,0,1,9,38,0,0
1321,0,1,0,1,1,0,0,0,1,0,1,6,44,5,1
1322,1,1,0,1,0,1,1,1,0,0,0,2,47,3,0
1323,0,1,0,1,1,1,1,1,1,0,0,7,53,0,0
1324,1,1,1,0,0,1,1,1,0,0,0,10,37,3,1
1325,1,0,0,1,1,1,0,1,1,0,0,10,25,0,1
1326,0,1,0,1,0,1,0,1,1,0,0,3,21,1,1
1327,0,1,0,1,1,0,0,0,1,0,1,9,60,2,0
1328,0,1,0,1,0,1,0,0,1,1,0,5,48,5,0
1329,0,1,0,1,1,1,0,0,1,0,0,7,38,5,0
1330,1,1,0,1,1,1,0,1,1,0,0,2,24,3,1
1331,0,1,0,1,1,1,0,0,1,0,0,2,26,3,1
1332,1,1,0,1,1,1,0,1,1,0,0,3,40,4,0
1333,1,1,0,1,0,1,0,1,1,0,0,1,62,3,1
1334,1,1,0,1,0,1,1,1,0,0,0,0,26,0,1
1335,0,1,0,1,0,1,1,1,0,0,0,8,65,3,0
1336,0,1,0,1,1,0,0,1,1,0,0,1,50,3,1
1337,0,0,0,0,0,1,1,0,0,0,0,8,26,2,0
1338,0,1,0,1,1,1,1,0,0,0,0,5,44,0,0
1339,0,1,0,1,0,1,0,0,0,0,0,8,48,4,1
1340,0,1,0,1,1,1,0,0,1,0,1,8,29,3,0
1341,0,1,0,1,1,1,0,0,0,0,0,7,60,5,0
1342,1,1,1,1,0,1,1,1,0,1,0,10,18,1,1
1343,0,1,0,1,1,1,1,0,0,0,1,6,37,5,0
1344,1,1,0,1,0,1,1,0,1,0,1,6,55,5,0
1345,0,1,0,1,1,1,1,0,0,0,0,1,39,0,0
1346,1,1,0,1,0,1,0,1,1,1,0,3,55,3,1
1347,1,1,1,1,1,1,1,1,0,0,0,0,18,0,1
1348,1,1,0,1,0,1,0,1,1,0,0,10,21,4,0
1349,1,1,0,1,0,1,0,1,1,1,0,1,31,3,1
1350,1,1,0,1,0,1,1,1,0,1,0,2,28,3,0
1351,1,1,0,1,1,1,0,1,1,0,0,3,39,3,1
1352,0,1,0,1,0,1,1,1,0,0,0,0,51,0,1
1353,1,1,0,1,1,1,1,1,0,1,0,10,18,4,0
1354,0,1,0,1,0,1,1,0,0,0,1,9,44,2,0
1355,0,1,1,1,1,1,1,0,0,0,1,7,66,2,1
1356,0,1,0,1,1,1,1,0,0,0,1,6,34,5,0
1357,1,1,0,1,0,1,1,1,0,0,0,0,53,0,0
1358,0,0,0,1,1,1,0,0,1,0,0,6,42,5,1
1359,1,1,0,1,1,1,1,1,0,0,0,2,38,0,0
1360,1,1,0,1,1,1,1,1,0,0,0,2,29,3,0
1361,0,1,0,1,1,1,0,1,0,0,0,8,57,0,1
1362,1,1,0,1,0,1,1,1,1,1,0,10,26,4,1
1363,1,1,0,1,0,1,0,1,1,0,0,2,30,4,0
1364,0,1,0,1,0,1,1,1,0,0,1,0,46,0,1
1365,0,1,0,1,0,1,1,0,0,0,0,8,61,0,1
1366,1,1,0,1,0,1,1,1,0,0,0,8,39,4,1
1367,1,1,0,1,0,1,1,1,0,0,0,2,62,0,1
1368,1,1,0,1,0,1,1,1,1,1,0,3,43,3,0
1369,1,1,0,1,1,1,1,1,0,0,0,2,36,3,0
1370,1,1,0,0,1,1,1,1,0,0,0,2,60,0,0
1371,0,1,0,1,0,1,1,0,0,0,0,7,54,5,0
1372,0,1,0,1,0,1,1,1,0,0,0,8,48,4,1
1373,1,1,0,1,1,1,1,1,0,0,0,1,20,3,1
1374,1,1,0,1,1,1,1,1,0,0,0,1,27,3,0
1375,0,1,0,1,0,1,1,1,0,0,0,4,68,3,0
1376,0,1,0,1,1,1,1,1,0,0,0,4,70,3,1
1377,1,1,0,1,1,1,1,1,0,0,0,2,28,3,0
1378,0,1,0,1,1,1,1,0,0,0,1,9,59,2,0
1379,0,1,0,0,0,1,1,0,0,0,0,5,45,5,1
1380,1,1,0,0,0,1,0,1,1,1,0,1,67,0,1
1381,1,1,0,1,1,1,0,0,1,0,1,2,26,4,0
1382,0,0,0,1,1,1,0,0,1,0,1,9,42,2,1
1383,0,1,0,0,0,1,1,0,0,0,0,3,55,4,1
1384,0,1,0,1,1,1,0,0,0,0,1,5,30,5,0
1385,1,1,0,0,0,1,0,1,0,1,0,10,33,4,1
1386,0,1,0,1,0,1,1,0,0,0,0,6,60,0,0
1387,1,1,0,1,0,1,1,1,0,0,0,2,57,3,0
1388,0,1,0,1,1,1,1,1,0,0,0,8,44,3,1
1389,1,1,1,1,0,1,1,1,0,0,0,3,59,0,0
1390,0,0,0,1,1,1,1,0,0,0,1,9,35,2,1
1391,0,1,0,1,1,1,1,0,0,0,0,0,60,5,1
1392,0,1,0,1,1,1,1,0,0,1,1,9,67,2,0
1393,1,1,0,1,1,1,1,1,0,0,0,3,29,4,0
1394,1,1,0,1,1,1,1,1,0,0,0,3,22,3,0
1395,1,0,0,0,0,1,0,1,0,0,0,3,54,5,0
1396,1,1,0,1,0,1,0,1,1,1,0,2,21,1,0
1397,0,1,1,0,0,1,0,1,0,0,0,3,62,3,0
1398,0,1,0,1,1,1,1,0,0,0,1,9,53,2,1
1399,0,1,0,1,1,1,0,0,1,0,1,7,37,5,0
1400,1,1,0,1,1,1,1,1,0,1,0,10,44,4,0
1401,0,1,0,1,1,1,1,0,0,0,1,9,52,2,0
1402,0,1,0,1,0,1,0,0,1,0,0,0,55,0,1
1403,0,1,0,1,1,1,0,0,0,0,1,6,32,5,0
1404,0,0,0,1,1,0,0,0,1,0,1,9,32,3,0
1405,1,1,0,1,0,1,0,1,1,0,0,1,47,0,1
1406,0,1,0,1,1,1,0,0,0,0,1,9,31,5,1
1407,0,1,0,1,0,1,0,1,1,0,0,0,55,5,1
1408,0,1,0,1,1,1,0,0,1,1,0,7,60,5,0
1409,1,1,0,1,0,1,0,1,1,0,0,10,70,4,1
1410,1,1,0,1,0,0,1,1,0,0,0,3,49,5,0
1411,1,1,0,1,1,1,1,1,0,0,0,1,55,5,0
1412,0,0,0,1,1,1,1,0,0,0,0,5,50,0,0
1413,1,1,0,1,0,1,1,1,0,0,0,2,26,3,1
1414,0,1,0,1,0,1,1,0,0,0,1,7,55,5,1
1415,0,1,0,1,1,1,0,1,1,0,1,6,57,0,1
1416,0,1,0,1,1,1,1,0,0,0,0,4,20,3,0
1417,1,1,0,1,0,1,0,1,1,1,0,3,46,3,0
1418,0,0,0,1,1,1,1,0,0,0,1,9,62,2,0
1419,0,1,0,1,1,1,1,0,0,0,1,8,59,0,0
1420,1,1,0,1,0,1,1,1,0,0,0,2,53,3,0
1421,1,1,0,1,1,1,1,1,0,0,0,2,57,0,0
1422,1,1,0,1,0,1,1,1,0,0,0,0,59,0,0
1423,1,1,0,1,0,1,1,1,0,0,0,2,41,3,1
1424,0,1,0,1,0,1,1,0,0,0,0,0,36,3,1
1425,1,1,0,1,0,1,1,1,0,0,0,3,57,3,1
1426,1,0,0,0,0,1,1,1,0,0,0,10,33,3,0
1427,0,1,0,1,0,1,0,0,1,1,0,2,38,3,0
1428,0,1,0,1,1,1,1,1,0,0,0,0,37,0,1
1429,1,1,0,1,1,0,1,1,0,0,0,3,25,1,1
1430,0,1,0,1,1,1,1,0,1,0,1,6,42,4,1
1431,1,1,0,1,0,1,0,1,1,0,0,2,55,0,0
1432,0,1,0,1,1,1,1,0,0,0,0,1,21,4,1
1433,0,0,0,0,0,0,0,0,1,0,1,9,44,5,1
1434,1,1,0,1,1,1,1,1,0,0,1,3,41,4,1
1435,0,1,0,1,1,1,1,0,0,0,1,9,25,2,1
1436,1,1,0,1,1,1,0,1,1,0,0,10,24,3,1
1437,1,1,0,1,0,1,1,1,0,1,0,3,61,0,0
1438,1,1,0,1,1,1,0,1,1,0,0,2,27,3,0
1439,1,1,1,1,1,0,1,1,0,1,1,0,61,3,1
1440,1,1,0,0,0,1,1,1,0,0,0,2,55,3,0
1441,1,1,0,1,1,1,0,1,1,0,0,10,29,4,1
1442,1,1,0,0,1,1,1,1,0,0,0,3,31,3,1
1443,1,1,0,1,0,1,1,1,0,0,0,1,50,5,0
1444,0,1,0,1,1,1,1,0,0,1,0,6,55,2,1
1445,0,1,0,1,1,1,1,1,0,0,1,0,18,3,0
1446,1,1,0,1,1,1,1,1,0,1,0,0,52,0,0
1447,0,1,0,1,1,0,0,1,1,0,0,8,43,3,1
1448,0,1,0,1,1,0,0,0,1,0,1,9,47,5,1
1449,1,1,0,1,0,0,1,1,0,1,0,1,36,4,0
1450,1,1,0,1,0,1,0,1,1,0,0,2,52,3,0
1451,1,1,0,0,0,1,1,1,0,1,0,3,41,0,1
1452,0,1,0,1,1,0,0,0,1,0,1,6,30,0,1
